id,brand,model,model_name,screen_size,screen_type,resolution,refresh_rate,chipset,cpu_cores,gpu,ram,storage,storage_expandable,rear_camera_main,rear_camera_count,rear_camera_specs,front_camera,video,battery_capacity,charging_wired,charging_wireless,fast_charging,os,network_5g,sim_type,weight,dimensions,water_resistance,material,fingerprint,face_unlock,nfc,infrared,headphone_jack,launch_date,source
zte_redmagic10proplus,ZTE,Red Magic 10 Pro Plus,Red Magic 10 Pro Plus,6.85英寸,AMOLED,2688x1216,144Hz,Snapdragon 8 Elite,8核,Adreno 830,24GB,1TB,False,50MP,3摄,50MP主摄(OIS)+50MP超广角+2MP微距,16MP(屏下),8K@30fps,7050mAh,120W,无,True,Android 15,True,Nano-SIM,229g,164.3x77.1x8.5mm,无防水,玻璃背板+RGB风扇+肩键,屏下光学,True,True,True,True,2025-07,redmagic.com
zte_bladea55,ZTE,Blade A55,Blade A55,6.6英寸,IPS LCD,1612x720,90Hz,Unisoc T760,8核,Mali-G57,4GB,128GB,True,13MP,2摄,13MP主摄+2MP景深,5MP,1080p@30fps,5000mAh,10W,无,False,Android 14,False,Nano-SIM,192g,164.3x76.1x8.7mm,无防水,塑料背板,侧边,True,False,False,True,2024-07,zte.com.cn
tecno_spark30,Tecno,Spark 30,Spark 30,6.78英寸,IPS LCD,2460x1080,90Hz,Helio G91,8核,Mali-G52,8GB,256GB,True,64MP,2摄,64MP主摄+2MP微距,13MP,1440p@30fps,5000mAh,18W,无,False,Android 14,False,Nano-SIM,196g,166.5x77.3x7.9mm,IP54,塑料背板,侧边,True,True,False,True,2024-06,tecno-mobile.com
infinix_hot50i,Infinix,Hot 50i,Hot 50i,6.7英寸,IPS LCD,1600x720,120Hz,Helio G81,8核,Mali-G52,6GB,128GB,True,48MP,2摄,48MP主摄+2MP景深,8MP,1080p@30fps,5000mAh,18W,无,False,Android 14,False,Nano-SIM,191g,165.7x76.3x7.9mm,IP54,塑料背板,侧边,True,False,False,True,2024-07,infinixmobility.com
infinix_note50x,Infinix,Note 50X,Note 50X,6.78英寸,AMOLED,2436x1080,120Hz,Dimensity 7200 Ultra,8核,Mali-G610,8GB,256GB,True,108MP,3摄,108MP主摄(OIS)+2MP微距+2MP景深,32MP,4K@30fps,5000mAh,45W,15W,True,Android 15,True,Nano-SIM,186g,164.5x74.6x7.8mm,IP54,素皮背板,屏下光学,True,True,False,False,2025-04,infinixmobility.com
tcl_50xenxpaper,TCL,50 XE NXTPAPER,50 XE NXTPAPER,6.6英寸,IPS NXTPAPER 3.0,1612x720,90Hz,Helio G88,8核,Mali-G52,6GB,128GB,True,50MP,3摄,50MP主摄+5MP超广角+2MP微距,16MP,1080p@30fps,5010mAh,18W,无,False,Android 14,False,Nano-SIM,192g,167.6x77.4x8.2mm,无防水,塑料背板,侧边,True,True,False,True,2024-08,tcl.com
nokia_g60,Nokia,G60,G60,6.58英寸,IPS LCD,2400x1080,120Hz,Snapdragon 695,8核,Adreno 619,6GB,128GB,True,50MP,3摄,50MP主摄+5MP超广角+2MP景深,8MP,1080p@30fps,4500mAh,20W,无,False,Android 12,True,Nano-SIM,190g,165.9x75.9x8.6mm,IP52,再生塑料背板,侧边,True,True,False,True,2022-09,nokia.com
huawei_novaflip,Huawei,Nova Flip,Nova Flip,6.94英寸,Foldable OLED,2690x1136,120Hz,Kirin 8000,8核,Maleoon 910,12GB,256GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,32MP,4K@30fps,4400mAh,66W,无,True,HarmonyOS 4.2,True,Nano-SIM,199g,170x75.5x7.2mm(展开),无防水,玻璃面板+素皮背板,侧边,True,True,False,False,2024-08,huawei.com
xiaomi_pad7spro,Xiaomi,Pad 7S Pro,Pad 7S Pro,12.4英寸,IPS LCD,3048x2032,144Hz,Snapdragon 8 Elite,8核,Adreno 830,12GB,512GB,False,50MP,2摄,50MP主摄+2MP景深,32MP,4K@60fps,10000mAh,120W,无,True,HyperOS 2 (Android 15),False,Wi-Fi版,590g,278.7x191.6x6.3mm,无防水,铝合金机身,侧边,True,False,False,False,2025-06,mi.com
apple_iphone16e,Apple,iPhone 16e,iPhone 16e,6.1英寸,OLED,2532x1170,60Hz,A18 Bionic,6核,Apple GPU 4核,8GB,128GB,False,48MP,1摄,48MP主摄(OIS),12MP,4K@60fps,3279mAh,20W,7.5W,True,iOS 18,True,eSIM,166g,146.7x71.5x7.8mm,IP68,玻璃背板+铝合金边框,无,True,True,False,False,2025-02,apple.com
motorola_thinkphone25,Motorola,ThinkPhone 25,ThinkPhone 25,6.36英寸,pOLED,2670x1220,120Hz,Dimensity 7300,8核,Mali-G615,8GB,256GB,False,50MP,3摄,50MP主摄(OIS)+13MP超广角+10MP长焦(3x),32MP,4K@30fps,4310mAh,68W,15W,True,Android 14,True,Nano-SIM,171g,154.1x71.2x8.1mm,IP68,芳纶纤维背板,屏下光学,True,True,False,False,2024-08,motorola.com
vivo_s20pro,vivo,S20 Pro,S20 Pro,6.78英寸,AMOLED,2800x1260,120Hz,Dimensity 9300+,8核,Immortalis-G720,16GB,512GB,False,50MP,3摄,50MP主摄(OIS)+50MP人像(2x)+8MP超广角,50MP,4K@60fps,5500mAh,90W,无,True,Android 15,True,Nano-SIM,193g,164.4x75.1x7.2mm,IP69/IP68,玻璃背板,屏下光学,True,True,True,False,2025-05,vivo.com
apple_ipadmini7_5g,Apple,iPad mini (A17 Pro) Cellular,iPad mini (A17 Pro) Cellular,8.3英寸,Liquid Retina IPS LCD,2266x1488,60Hz,A17 Pro,6核,Apple GPU 5核,8GB,128GB,False,12MP,1摄,12MP主摄,12MP,4K@60fps,5077mAh,20W,无,True,iPadOS 18,True,Nano-SIM+eSIM,297g,195.4x134.8x6.3mm,无防水,铝合金机身,侧边Touch ID,False,True,False,False,2024-10,apple.com
samsung_galaxytabs10plus,Samsung,Galaxy Tab S10 Plus,Galaxy Tab S10 Plus,12.4英寸,Dynamic AMOLED 2X,2800x1752,120Hz,Dimensity 9300+,8核,Immortalis-G720,12GB,256GB,True,13MP,2摄,13MP主摄+8MP超广角,12MP,4K@30fps,10090mAh,45W,无,True,Android 14,True,Nano-SIM,571g,285.4x185.4x5.6mm,IP68,铝合金机身+S Pen,屏下光学,True,False,False,False,2024-09,samsung.com
lenovo_legiontab3,Lenovo,Legion Tab 3,Legion Tab 3,8.8英寸,IPS LCD,2560x1600,144Hz,Snapdragon 8 Gen 3,8核,Adreno 750,12GB,256GB,True,13MP,2摄,13MP主摄+2MP微距,8MP,4K@30fps,6550mAh,68W,无,True,Android 14,False,Wi-Fi版,350g,208.9x129.5x7.6mm,无防水,铝合金机身,无,True,False,False,False,2024-12,lenovo.com
oneplus_pad2pro,OnePlus,Pad 2 Pro,Pad 2 Pro,12.1英寸,IPS LCD,3000x2120,144Hz,Snapdragon 8 Gen 3,8核,Adreno 750,16GB,512GB,False,13MP,1摄,13MP主摄,8MP,4K@30fps,9510mAh,67W,无,True,Android 14,False,Wi-Fi版,552g,268.7x195.1x6.5mm,无防水,铝合金机身,无,True,False,False,False,2024-06,oneplus.com
